"gender,event,medal,athlete,abb,country,type,year"
"Men,4x100 m Individual Medley A,Silver,Anonymous,GBR,MUIRHEAD James,Swimming,1980"
"Men,4x100 m Individual Medley A,Bronze,Anonymous,USA,WHEATLEY Jeff,Swimming,1980"
"Men,4x100 m Individual Medley B,Gold,Anonymous,USA,WILSON Steve,Swimming,1980"
"Men,4x100 m Individual Medley B,Silver,Anonymous,SWE,BERNER Sixten,Swimming,1980"
"Men,4x100 m Individual Medley B,Bronze,Anonymous,CAN,GRENON Lee,Swimming,1980"
"Men,4x50 m Freestyle Relay 2-6,Gold,AGMON Assaf,ISR,Israel,Swimming,1980"
"Men,4x50 m Freestyle Relay 2-6,Gold,BERGMAN Uri,ISR,Israel,Swimming,1980"
"Men,4x50 m Freestyle Relay 2-6,Gold,PINTO Shlomo,ISR,Israel,Swimming,1980"
"Men,4x50 m Freestyle Relay 2-6,Gold,WANGER Joseph,ISR,Israel,Swimming,1980"
"Men,4x50 m Freestyle Relay 2-6,Silver,Anonymous,POL,Poland,Swimming,1980"
"Men,4x50 m Freestyle Relay 2-6,Bronze,Anonymous,USA,United States of America,Swimming,1980"
"Men,4x100 m Freestyle Relay A-B,Gold,Anonymous,USA,United States of America,Swimming,1980"
"Men,4x100 m Freestyle Relay A-B,Silver,Anonymous,SWE,Sweden,Swimming,1980"
"Men,4x100 m Freestyle Relay A-B,Bronze,Anonymous,CAN,Canada,Swimming,1980"
"Men,4x100 m Freestyle Relay C-D,Gold,Anonymous,FRG,FR Germany,Swimming,1980"
"Men,4x100 m Freestyle Relay C-D,Silver,Anonymous,GBR,Great Britain,Swimming,1980"
"Men,4x100 m Freestyle Relay C-D,Bronze,Anonymous,,-,Swimming,1980"
"Men,4x100 m Medley Relay A-B,Gold,Anonymous,USA,United States of America,Swimming,1980"
"Men,4x100 m Medley Relay A-B,Silver,Anonymous,SWE,Sweden,Swimming,1980"
"Men,4x100 m Medley Relay A-B,Bronze,Anonymous,CAN,Canada,Swimming,1980"
"Men,4x100 m Medley Relay C,Gold,Anonymous,GBR,Great Britain,Swimming,1980"
"Men,4x100 m Medley Relay C,Silver,Anonymous,,-,Swimming,1980"
"Men,4x100 m Medley Relay C,Bronze,Anonymous,,-,Swimming,1980"
"Men,4x100 m Medley Relay D,Gold,Anonymous,FRG,FR Germany,Swimming,1980"
"Men,4x100 m Medley Relay D,Silver,Anonymous,,-,Swimming,1980"
"Men,4x100 m Medley Relay D,Bronze,Anonymous,,-,Swimming,1980"
"Men,4x100 m Medley Relay 1A-6,Gold,Anonymous,SWE,Sweden,Swimming,1980"
"Men,4x100 m Medley Relay 1A-6,Silver,Anonymous,POL,Poland,Swimming,1980"
"Men,4x100 m Medley Relay 1A-6,Bronze,Anonymous,FRA,France,Swimming,1980"
"Women,4x25 m Individual Medley 3,Gold,Anonymous,SWE,LUNDBORG Monika,Swimming,1980"
"Women,4x25 m Individual Medley 3,Silver,Anonymous,GBR,SMITH D.,Swimming,1980"
"Women,4x25 m Individual Medley 3,Bronze,Anonymous,POL,ADAMIK Malgozata,Swimming,1980"
"Women,4x50 m Individual Medley A,Gold,Anonymous,CAN,MICHEL Yvette,Swimming,1980"
"Women,4x50 m Individual Medley A,Silver,Anonymous,CAN,ROSSI Andrea,Swimming,1980"
"Women,4x50 m Individual Medley A,Bronze,Anonymous,AUS,CONNORS Carolyn,Swimming,1980"
"Women,4x50 m Individual Medley B,Gold,Anonymous,USA,ZORN Trischa,Swimming,1980"
"Women,4x50 m Individual Medley B,Silver,Anonymous,USA,AKINS Missy,Swimming,1980"
"Women,4x50 m Individual Medley B,Bronze,Anonymous,USA,VAN LIERE Marie,Swimming,1980"
"Women,4x50 m Individual Medley C,Gold,Anonymous,CAN,KRISTIANSEN C.,Swimming,1980"
"Women,4x50 m Individual Medley C,Silver,Anonymous,,-,Swimming,1980"
"Women,4x50 m Individual Medley C,Bronze,Anonymous,,-,Swimming,1980"
"Women,4x50 m Individual Medley D,Gold,Anonymous,GBR,VAUGHAN M.,Swimming,1980"
"Women,4x50 m Individual Medley D,Silver,Anonymous,CAN,MITCHELL J.,Swimming,1980"
"Women,4x50 m Individual Medley D,Bronze,Anonymous,SWE,SAMUELSSON Britt-Marie,Swimming,1980"
"Women,4x50 m Individual Medley E,Gold,Anonymous,SWE,AHRENSTRAND Annelie,Swimming,1980"
"Women,4x50 m Individual Medley E,Silver,Anonymous,FRA,DURANCEAU Isabelle,Swimming,1980"
"Women,4x50 m Individual Medley E,Bronze,Anonymous,POL,KORNIEWICZ Anna,Swimming,1980"
"Women,4x50 m Individual Medley 4,Gold,Anonymous,POL,IGNACZUK G.,Swimming,1980"
"Women,4x50 m Individual Medley 4,Silver,Anonymous,ESP,HERRERAS Teresa,Swimming,1980"
"Women,4x50 m Individual Medley 4,Bronze,Anonymous,FRA,CRESPEAU M.,Swimming,1980"
"Women,4x50 m Individual Medley 5,Gold,Anonymous,FRG,SWANEPOEL C.,Swimming,1980"
"Women,4x50 m Individual Medley 5,Silver,Anonymous,POL,KOZLOWSKA Malgorzata,Swimming,1980"
"Women,4x50 m Individual Medley 5,Bronze,Anonymous,GBR,WILKINSON L.,Swimming,1980"
"Women,4x50 m Individual Medley 6,Gold,Anonymous,POL,OGORZELSKA Agnieszka,Swimming,1980"
"Women,4x50 m Individual Medley 6,Silver,Anonymous,ESP,JABALOYAS Pilar,Swimming,1980"
"Women,4x50 m Individual Medley 6,Bronze,Anonymous,,-,Swimming,1980"
"Women,4x100 m Individual Medley A,Gold,Anonymous,CAN,KILPATRICK Kim,Swimming,1980"
"Women,4x100 m Individual Medley A,Silver,Anonymous,,-,Swimming,1980"
"Women,4x100 m Individual Medley A,Bronze,Anonymous,,-,Swimming,1980"
"Women,4x100 m Individual Medley B,Gold,Anonymous,USA,ZORN Trischa,Swimming,1980"
"Women,4x100 m Individual Medley B,Silver,Anonymous,USA,VAN LIERE Marie,Swimming,1980"
"Women,4x100 m Individual Medley B,Bronze,Anonymous,SWE,ANDERSSON Eva,Swimming,1980"
"Women,4x50 m Freestyle Relay 2-6,Gold,Anonymous,GBR,Great Britain,Swimming,1980"
"Women,4x50 m Freestyle Relay 2-6,Silver,Anonymous,POL,Poland,Swimming,1980"
"Women,4x50 m Freestyle Relay 2-6,Bronze,Anonymous,,-,Swimming,1980"
"Women,4x100 m Freestyle Relay A-B,Gold,Anonymous,USA,United States of America,Swimming,1980"
"Women,4x100 m Freestyle Relay A-B,Silver,Anonymous,CAN,Canada,Swimming,1980"
"Women,4x100 m Freestyle Relay A-B,Bronze,Anonymous,FRG,FR Germany,Swimming,1980"
"Women,4x100 m Freestyle Relay C-D,Gold,Anonymous,CAN,Canada,Swimming,1980"
"Women,4x100 m Freestyle Relay C-D,Silver,Anonymous,,-,Swimming,1980"
"Women,4x100 m Freestyle Relay C-D,Bronze,Anonymous,,-,Swimming,1980"
"Women,4x100 m Medley Relay A-B,Gold,Anonymous,USA,United States of America,Swimming,1980"
"Women,4x100 m Medley Relay A-B,Silver,Anonymous,CAN,Canada,Swimming,1980"
"Women,4x100 m Medley Relay A-B,Bronze,Anonymous,,-,Swimming,1980"
"Women,4x100 m Medley Relay 1A-6,Gold,Anonymous,POL,Poland,Swimming,1980"
"Women,4x100 m Medley Relay 1A-6,Silver,Anonymous,NED,Netherlands,Swimming,1980"
"Women,4x100 m Medley Relay 1A-6,Bronze,Anonymous,ESP,Spain,Swimming,1980"
"Men,25 m Freestyle 1A,Gold,KENNY Mike,GBR,Unknown,Swimming,1984"
"Men,25 m Freestyle 1A,Silver,TIETZE H.,FRG,Unknown,Swimming,1984"
"Men,25 m Freestyle 1A,Bronze,KANTOLA Pekka,FIN,Unknown,Swimming,1984"
"Men,25 m Freestyle 1B,Gold,CAIRNS Kenneth,GBR,Unknown,Swimming,1984"
"Men,25 m Freestyle 1B,Silver,GREEN S.,USA,Unknown,Swimming,1984"
"Men,25 m Freestyle 1B,Bronze,MASON Rick,USA,Unknown,Swimming,1984"
"Men,25 m Freestyle 1C,Gold,PANCALLI Luca,ITA,Unknown,Swimming,1984"
"Men,25 m Freestyle 1C,Silver,SLECZKA Krzysztof,POL,Unknown,Swimming,1984"
"Men,25 m Freestyle 1C,Bronze,GOODMAN D.,USA,Unknown,Swimming,1984"
"Men,25 m Freestyle C2,Gold,JONKARI Ari,FIN,Unknown,Swimming,1984"
"Men,25 m Freestyle C2,Silver,CHARD Mark,GBR,Unknown,Swimming,1984"
"Men,25 m Freestyle C2,Bronze,REILLY Bill,USA,Unknown,Swimming,1984"
"Men,25 m Freestyle C3,Gold,COUGOUILLE Didier,FRA,Unknown,Swimming,1984"
"Men,25 m Freestyle C6,Gold,WALDEN Robert,AUS,Unknown,Swimming,1984"
"Men,25 m Freestyle C6,Silver,KAUDE Henri,LUX,Unknown,Swimming,1984"
"Men,25 m Freestyle C6,Bronze,SCRACE Bob,CAN,Unknown,Swimming,1984"
"Men,25 m Freestyle L1,Gold,PETERSSON John,DEN,Unknown,Swimming,1984"
"Men,25 m Freestyle L1,Silver,JACQUOT Pascal,FRA,Unknown,Swimming,1984"
"Men,25 m Freestyle L1,Bronze,PETERSSON Bernt,SWE,Unknown,Swimming,1984"
"Men,25 m Freestyle L2,Gold,LANDRA Michel,FRA,Unknown,Swimming,1984"
"Men,25 m Freestyle L2,Silver,MACRI Mickey,CAN,Unknown,Swimming,1984"
"Men,25 m Freestyle with Aids C1,Gold,RESA Rick,USA,Unknown,Swimming,1984"
"Men,25 m Freestyle with Aids C1,Silver,KELLY Brian,CAN,Unknown,Swimming,1984"
"Men,25 m Freestyle with Aids C1,Bronze,CECCHINI Russell,CAN,Unknown,Swimming,1984"
"Men,25 m Freestyle with Aids C2,Gold,BOWEN Mike,USA,Unknown,Swimming,1984"
"Men,25 m Freestyle with Aids C2,Silver,VARDEN Steven,GBR,Unknown,Swimming,1984"
"Men,25 m Freestyle with Aids C2,Bronze,THOMAS Ken,CAN,Unknown,Swimming,1984"
"Men,50 m Freestyle B1,Gold,HYDER Rodney,USA,Unknown,Swimming,1984"
"Men,50 m Freestyle B1,Silver,BOOTH Ken,CAN,Unknown,Swimming,1984"
"Men,50 m Freestyle B1,Bronze,FAIRWEATHER Austain,GBR,Unknown,Swimming,1984"
"Men,50 m Freestyle B2,Gold,GHYSEL Eric,FRA,Unknown,Swimming,1984"
"Men,50 m Freestyle B2,Silver,HODGIN Todd,USA,Unknown,Swimming,1984"
"Men,50 m Freestyle B2,Bronze,HOGANS Chris,USA,Unknown,Swimming,1984"
"Men,50 m Freestyle B3,Gold,HATCHER Robert,USA,Unknown,Swimming,1984"
"Men,50 m Freestyle B3,Silver,BUGARIN Kingsley,AUS,Unknown,Swimming,1984"
"Men,50 m Freestyle B3,Bronze,SMITH Scott,GBR,Unknown,Swimming,1984"
"Men,50 m Freestyle C3,Gold,COUGOUILLE Didier,FRA,Unknown,Swimming,1984"
"Men,50 m Freestyle C3,Silver,WEBER Martin,FRG,Unknown,Swimming,1984"
"Men,50 m Freestyle C4,Gold,SURGEONER Robin,GBR,Unknown,Swimming,1984"
"Men,50 m Freestyle C4,Silver,HIGGINS Joe,CAN,Unknown,Swimming,1984"
"Men,50 m Freestyle C4,Bronze,MAROSSY Steve,USA,Unknown,Swimming,1984"
"Men,50 m Freestyle C5,Gold,DAHL Stephan,DEN,Unknown,Swimming,1984"
"Men,50 m Freestyle C5,Silver,ALSETHAUG Per Ove,NOR,Unknown,Swimming,1984"
"Men,50 m Freestyle C5,Bronze,CHRISTENSEN Anders,DEN,Unknown,Swimming,1984"
"Men,50 m Freestyle C6,Gold,WALDEN Robert,AUS,Unknown,Swimming,1984"
"Men,50 m Freestyle C6,Silver,KAUDE Henri,LUX,Unknown,Swimming,1984"
"Men,50 m Freestyle C6,Bronze,SCRACE Bob,CAN,Unknown,Swimming,1984"
"Men,50 m Freestyle C7,Gold,OSLAND Stig,NOR,Unknown,Swimming,1984"
"Men,50 m Freestyle C7,Silver,CALEGA Sergio,ITA,Unknown,Swimming,1984"
"Men,50 m Freestyle C7,Bronze,PITTENS Eric,NED,Unknown,Swimming,1984"
"Men,50 m Freestyle C8,Gold,SCHNITZER Markus,FRG,Unknown,Swimming,1984"
"Men,50 m Freestyle C8,Silver,ROSELLE Ronald,NED,Unknown,Swimming,1984"
"Men,50 m Freestyle C8,Bronze,PARRY Bill,CAN,Unknown,Swimming,1984"
"Men,50 m Freestyle L3,Gold,FLORES Francisco,ESP,Unknown,Swimming,1984"
"Men,50 m Freestyle L3,Silver,CROWE Gordon,GBR,Unknown,Swimming,1984"
"Men,50 m Freestyle L3,Bronze,LEHR Bill,USA,Unknown,Swimming,1984"
"Men,50 m Freestyle 2,Gold,CRICHTON Roly,NZL,Unknown,Swimming,1984"
"Men,50 m Freestyle 2,Silver,GIUSSANI Ernesto,ITA,Unknown,Swimming,1984"
"Men,50 m Freestyle 2,Bronze,CORNELIS Pascal,BEL,Unknown,Swimming,1984"
"Men,50 m Freestyle 3,Gold,PAWLOWSKI Arkadiusz,POL,Unknown,Swimming,1984"
"Men,50 m Freestyle 3,Silver,OWCZAREK Miroslaw,POL,Unknown,Swimming,1984"
"Men,50 m Freestyle 3,Bronze,WANGER Joseph,ISR,Unknown,Swimming,1984"
"Men,100 m Freestyle 1A,Gold,KENNY Mike,GBR,Unknown,Swimming,1984"
"Men,100 m Freestyle 1A,Silver,SANDBRAATEN J. P.,NOR,Unknown,Swimming,1984"
"Men,100 m Freestyle 1A,Bronze,TRACEY Phillip,AUS,Unknown,Swimming,1984"
"Men,100 m Freestyle 1B,Gold,CAIRNS Kenneth,GBR,Unknown,Swimming,1984"
"Men,100 m Freestyle 1B,Silver,ZABRZESKI Tadeusz,POL,Unknown,Swimming,1984"
"Men,100 m Freestyle 1B,Bronze,TROG C.,FRA,Unknown,Swimming,1984"
"Men,100 m Freestyle 1C,Gold,SLECZKA Krzysztof,POL,Unknown,Swimming,1984"
"Men,100 m Freestyle 1C,Silver,PANCALLI Luca,ITA,Unknown,Swimming,1984"
"Men,100 m Freestyle 1C,Bronze,STADDON R.,AUS,Unknown,Swimming,1984"
"Men,100 m Freestyle A1,Gold,ROSAGER Streen,DEN,Unknown,Swimming,1984"
"Men,100 m Freestyle A1,Silver,GORIS Wolfgang,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle A1,Bronze,DUKAI Geza,HUN,Unknown,Swimming,1984"
"Men,100 m Freestyle A2,Gold,RUBNER Bernd,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle A2,Silver,GRUBER Holger,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle A2,Bronze,VAN VLIET Gerard,NED,Unknown,Swimming,1984"
"Men,100 m Freestyle A3,Gold,TRONDSEN Erling,NOR,Unknown,Swimming,1984"
"Men,100 m Freestyle A3,Silver,REYNOLDS Dave,USA,Unknown,Swimming,1984"
"Men,100 m Freestyle A3,Bronze,INOUE Etsuo,JPN,Unknown,Swimming,1984"
"Men,100 m Freestyle A4,Gold,ERYD Sven,SWE,Unknown,Swimming,1984"
"Men,100 m Freestyle A4,Silver,BOLOTIN Ron,ISR,Unknown,Swimming,1984"
"Men,100 m Freestyle A4,Bronze,LUDBROOK Mark,CAN,Unknown,Swimming,1984"
"Men,100 m Freestyle A5,Gold,KOZON Bogdan,POL,Unknown,Swimming,1984"
"Men,100 m Freestyle A5,Silver,FOPPOLO David,FRA,Unknown,Swimming,1984"
"Men,100 m Freestyle A5,Bronze,BRAND Andreas,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle A6,Gold,SCHROEDER Karl,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle A6,Silver,NICOLINI Sauro,ITA,Unknown,Swimming,1984"
"Men,100 m Freestyle A6,Bronze,PERETZMAN Baruch,ISR,Unknown,Swimming,1984"
"Men,100 m Freestyle A7,Gold,WOJCIECHOWSKI Andrzej,POL,Unknown,Swimming,1984"
"Men,100 m Freestyle A7,Silver,BARNBECK Heinz,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle A7,Bronze,SHEN Jiliang,CHN,Unknown,Swimming,1984"
"Men,100 m Freestyle A8,Gold,HAMMOND Gregory,AUS,Unknown,Swimming,1984"
"Men,100 m Freestyle A8,Silver,VAN BUITEN Andre,NED,Unknown,Swimming,1984"
"Men,100 m Freestyle A8,Bronze,BUDIN Hanoch,ISR,Unknown,Swimming,1984"
"Men,100 m Freestyle A9,Gold,HILDEBRANDT Frits,NED,Unknown,Swimming,1984"
"Men,100 m Freestyle A9,Silver,DE HOOP Gerrie,NED,Unknown,Swimming,1984"
"Men,100 m Freestyle A9,Bronze,MIKELIN Roko,YUG,Unknown,Swimming,1984"
"Men,100 m Freestyle B1,Gold,SJOGREN Hans,SWE,Unknown,Swimming,1984"
"Men,100 m Freestyle B1,Silver,MUIRHEAD James,GBR,Unknown,Swimming,1984"
"Men,100 m Freestyle B1,Bronze,NEDERMAN Lars-Ove,SWE,Unknown,Swimming,1984"
"Men,100 m Freestyle B2,Gold,MORGAN John,USA,Unknown,Swimming,1984"
"Men,100 m Freestyle B2,Silver,ANDERSSON Per,SWE,Unknown,Swimming,1984"
"Men,100 m Freestyle B2,Bronze,GHYSEL Eric,FRA,Unknown,Swimming,1984"
"Men,100 m Freestyle B3,Gold,OTHMAR Carsten,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle B3,Silver,ROPKA Richard,USA,Unknown,Swimming,1984"
"Men,100 m Freestyle B3,Silver,BLACKBURN Craig,AUS,Unknown,Swimming,1984"
"Men,100 m Freestyle C4,Gold,SURGEONER Robin,GBR,Unknown,Swimming,1984"
"Men,100 m Freestyle C4,Silver,HIGGINS Joe,CAN,Unknown,Swimming,1984"
"Men,100 m Freestyle C4,Bronze,MAROSSY Steve,USA,Unknown,Swimming,1984"
"Men,100 m Freestyle C5,Gold,DAHL Stephan,DEN,Unknown,Swimming,1984"
"Men,100 m Freestyle C5,Silver,MANSELL Martin,GBR,Unknown,Swimming,1984"
"Men,100 m Freestyle C5,Bronze,CHRISTENSEN Anders,DEN,Unknown,Swimming,1984"
"Men,100 m Freestyle C6,Gold,WALDEN Robert,AUS,Unknown,Swimming,1984"
"Men,100 m Freestyle C7,Gold,OSLAND Stig,NOR,Unknown,Swimming,1984"
"Men,100 m Freestyle C7,Silver,CALEGA Sergio,ITA,Unknown,Swimming,1984"
"Men,100 m Freestyle C7,Bronze,WILCZOCH Alexander,SWE,Unknown,Swimming,1984"
"Men,100 m Freestyle C8,Gold,ROSELLE Ronald,NED,Unknown,Swimming,1984"
"Men,100 m Freestyle C8,Silver,SCHNITZER Markus,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle C8,Bronze,PAUWELS Hans,BEL,Unknown,Swimming,1984"
"Men,100 m Freestyle L4,Gold,POULISSE Marcel,NED,Unknown,Swimming,1984"
"Men,100 m Freestyle L4,Silver,JOFRE Alberto,ESP,Unknown,Swimming,1984"
"Men,100 m Freestyle L4,Bronze,GILBERT Andrew,GBR,Unknown,Swimming,1984"
"Men,100 m Freestyle L5,Gold,GOMEZ Alberto,ESP,Unknown,Swimming,1984"
"Men,100 m Freestyle L5,Silver,TORY Gyorgy,HUN,Unknown,Swimming,1984"
"Men,100 m Freestyle L5,Bronze,VAN DER MEIJDEN Theo,NED,Unknown,Swimming,1984"
"Men,100 m Freestyle L6,Gold,CHALMERS Malcom,AUS,Unknown,Swimming,1984"
"Men,100 m Freestyle L6,Silver,DURCHDEWALD Dieter,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle L6,Bronze,BRUER Tom,NOR,Unknown,Swimming,1984"
"Men,100 m Freestyle 4,Gold,OLSSON Anders,SWE,Unknown,Swimming,1984"
"Men,100 m Freestyle 4,Silver,PINTO Shlomo,ISR,Unknown,Swimming,1984"
"Men,100 m Freestyle 4,Bronze,WIEDEMAN P.,FRG,Unknown,Swimming,1984"
"Men,100 m Freestyle 5,Gold,RYDING Wayne,AUS,Unknown,Swimming,1984"
"Men,100 m Freestyle 5,Silver,HEIJNEN H.,NED,Unknown,Swimming,1984"
"Men,100 m Freestyle 5,Bronze,AMORIM Marcelo,BRA,Unknown,Swimming,1984"
"Men,100 m Freestyle 6,Gold,HAINEY Tomas,CAN,Unknown,Swimming,1984"
"Men,100 m Freestyle 6,Gold,BERGMAN Uri,ISR,Unknown,Swimming,1984"
"Men,100 m Freestyle 6,Bronze,DUNNE Gerard,IRL,Unknown,Swimming,1984"
"Men,200 m Freestyle C4,Gold,SURGEONER Robin,GBR,Unknown,Swimming,1984"
"Men,200 m Freestyle C4,Silver,HIGGINS Joe,CAN,Unknown,Swimming,1984"
"Men,200 m Freestyle C4,Bronze,ADLER Kare,NOR,Unknown,Swimming,1984"
"Men,200 m Freestyle C5,Gold,DAHL Stephan,DEN,Unknown,Swimming,1984"
"Men,200 m Freestyle C5,Silver,MANSELL Martin,GBR,Unknown,Swimming,1984"
"Men,200 m Freestyle C5,Bronze,CHRISTENSEN Anders,DEN,Unknown,Swimming,1984"
"Men,200 m Freestyle C6,Gold,WALDEN Robert,AUS,Unknown,Swimming,1984"
"Men,200 m Freestyle C7,Gold,OSLAND Stig,NOR,Unknown,Swimming,1984"
"Men,200 m Freestyle C7,Silver,PITTENS Eric,NED,Unknown,Swimming,1984"
"Men,200 m Freestyle C7,Bronze,WILCZOCH Alexander,SWE,Unknown,Swimming,1984"
"Men,200 m Freestyle C8,Gold,MAYR Karl,AUT,Unknown,Swimming,1984"
"Men,200 m Freestyle 2,Gold,SZPOJNAROWICZ Marek,POL,Unknown,Swimming,1984"
"Men,200 m Freestyle 2,Silver,CRICHTON Roly,NZL,Unknown,Swimming,1984"
"Men,200 m Freestyle 2,Bronze,DURIEUX Jean Marc,FRA,Unknown,Swimming,1984"
"Men,200 m Freestyle 3,Gold,PAWLOWSKI Arkadiusz,POL,Unknown,Swimming,1984"
"Men,200 m Freestyle 3,Silver,OWCZAREK Miroslaw,POL,Unknown,Swimming,1984"
"Men,200 m Freestyle 3,Bronze,AIT AISSA Mohamed,FRA,Unknown,Swimming,1984"
"Men,400 m Freestyle A2,Gold,RUBNER Bernd,FRG,Unknown,Swimming,1984"
"Men,400 m Freestyle A2,Silver,QUENNEVILLE Dennis,CAN,Unknown,Swimming,1984"
"Men,400 m Freestyle A2,Bronze,CHRYCZYK Jan,POL,Unknown,Swimming,1984"
"Men,400 m Freestyle A4,Gold,GUDGEON Gary,AUS,Unknown,Swimming,1984"
"Men,400 m Freestyle A4,Silver,ERYD Sven,SWE,Unknown,Swimming,1984"
"Men,400 m Freestyle A4,Bronze,BOLOTIN Ron,ISR,Unknown,Swimming,1984"
"Men,400 m Freestyle B1,Gold,SJOGREN Hans,SWE,Unknown,Swimming,1984"
"Men,400 m Freestyle B1,Silver,MCISAAC Timothy,CAN,Unknown,Swimming,1984"
"Men,400 m Freestyle B1,Bronze,MUIRHEAD James,GBR,Unknown,Swimming,1984"
"Men,400 m Freestyle B2,Gold,MORGAN John,USA,Unknown,Swimming,1984"
"Men,400 m Freestyle B2,Silver,GRENON Lee,CAN,Unknown,Swimming,1984"
"Men,400 m Freestyle B2,Bronze,ERIKSSON Anders,SWE,Unknown,Swimming,1984"
"Men,400 m Freestyle B3,Gold,OTHMAR Carsten,FRG,Unknown,Swimming,1984"
"Men,400 m Freestyle B3,Silver,BLACKBURN Craig,AUS,Unknown,Swimming,1984"
"Men,400 m Freestyle B3,Bronze,HOYLE Mark,CAN,Unknown,Swimming,1984"
"Men,400 m Freestyle 4,Gold,PINTO Shlomo,ISR,Unknown,Swimming,1984"
"Men,400 m Freestyle 4,Silver,NILSSON Gunnar,SWE,Unknown,Swimming,1984"
"Men,400 m Freestyle 5,Gold,BETEGA G.,FRA,Unknown,Swimming,1984"
"Men,400 m Freestyle 5,Silver,RYDING Wayne,AUS,Unknown,Swimming,1984"
"Men,400 m Freestyle 5,Bronze,HEIJNEN H.,NED,Unknown,Swimming,1984"
"Men,400 m Freestyle 6,Gold,HAINEY Tomas,CAN,Unknown,Swimming,1984"
"Men,400 m Freestyle 6,Silver,DUNNE Gerard,IRL,Unknown,Swimming,1984"
"Men,400 m Freestyle 6,Bronze,MICOREC Bernard,FRA,Unknown,Swimming,1984"
"Men,25 m Backstroke 1A,Gold,KENNY Mike,GBR,Unknown,Swimming,1984"
"Men,25 m Backstroke 1A,Silver,KANTOLA Pekka,FIN,Unknown,Swimming,1984"
"Men,25 m Backstroke 1A,Bronze,TIETZE H.,FRG,Unknown,Swimming,1984"
"Men,25 m Backstroke 1B,Gold,CAIRNS Kenneth,GBR,Unknown,Swimming,1984"
"Men,25 m Backstroke 1B,Silver,MAKI Eero,FIN,Unknown,Swimming,1984"
"Men,25 m Backstroke 1B,Bronze,CIRIONI Amedeo,ITA,Unknown,Swimming,1984"
"Men,25 m Backstroke 1C,Gold,SLECZKA Krzysztof,POL,Unknown,Swimming,1984"
"Men,25 m Backstroke 1C,Silver,GOODMAN D.,USA,Unknown,Swimming,1984"
"Men,25 m Backstroke 1C,Bronze,STADDON R.,AUS,Unknown,Swimming,1984"
"Men,25 m Backstroke C3,Gold,COUGOUILLE Didier,FRA,Unknown,Swimming,1984"
"Men,25 m Backstroke C3,Silver,WEBER Martin,FRG,Unknown,Swimming,1984"
"Men,25 m Backstroke C3,Bronze,CREAN Brendan,IRL,Unknown,Swimming,1984"
"Men,25 m Backstroke C6,Gold,KAUDE Henri,LUX,Unknown,Swimming,1984"
"Men,25 m Backstroke C6,Silver,MCKAY William Maxwell,GBR,Unknown,Swimming,1984"
"Men,25 m Backstroke C6,Bronze,MURRAY J.,GBR,Unknown,Swimming,1984"
"Men,25 m Backstroke L1,Gold,PETERSSON John,DEN,Unknown,Swimming,1984"
"Men,25 m Backstroke L1,Silver,JACQUOT Pascal,FRA,Unknown,Swimming,1984"
"Men,25 m Backstroke L1,Bronze,ELLEFSEN Lauritz,NOR,Unknown,Swimming,1984"
"Men,25 m Backstroke L2,Gold,LANDRA Michel,FRA,Unknown,Swimming,1984"
"Men,25 m Backstroke L2,Silver,MACRI Mickey,CAN,Unknown,Swimming,1984"
"Men,50 m Backstroke A5,Gold,KOZON Bogdan,POL,Unknown,Swimming,1984"
"Men,50 m Backstroke A5,Silver,BRAND Andreas,FRG,Unknown,Swimming,1984"
"Men,50 m Backstroke A5,Bronze,FOPPOLO David,FRA,Unknown,Swimming,1984"
"Men,50 m Backstroke A9,Gold,HILDEBRANDT Frits,NED,Unknown,Swimming,1984"
"Men,50 m Backstroke A9,Silver,NORDTVEDT Tom,NOR,Unknown,Swimming,1984"
"Men,50 m Backstroke A9,Bronze,MIKELIN Roko,YUG,Unknown,Swimming,1984"
"Men,50 m Backstroke C4,Gold,SURGEONER Robin,GBR,Unknown,Swimming,1984"
"Men,50 m Backstroke C4,Silver,JENSEN Jorn Ole,DEN,Unknown,Swimming,1984"
"Men,50 m Backstroke C4,Bronze,HIGGINS Joe,CAN,Unknown,Swimming,1984"
"Men,50 m Backstroke C5,Gold,MANSELL Martin,GBR,Unknown,Swimming,1984"
"Men,50 m Backstroke C5,Silver,DAHL Stephan,DEN,Unknown,Swimming,1984"
"Men,50 m Backstroke C5,Bronze,QUICKERT Michael,FRG,Unknown,Swimming,1984"
"Men,50 m Backstroke C7,Gold,PITTENS Eric,NED,Unknown,Swimming,1984"
"Men,50 m Backstroke C7,Silver,METTRAUX Regis,SUI,Unknown,Swimming,1984"
"Men,50 m Backstroke C7,Bronze,HAMPSHIRE Chris,GBR,Unknown,Swimming,1984"
"Men,50 m Backstroke C8,Gold,PARRY Bill,CAN,Unknown,Swimming,1984"
"Men,50 m Backstroke C8,Silver,MOWERY Charles,USA,Unknown,Swimming,1984"
