"gender,event,medal,athlete,abb,country,type,year"
"Men,Individual Compound Open,Gold,STUBBS John,GBR,Unknown,Archery,2008"
"Men,Individual Compound Open,Silver,SIMONELLI Alberto,ITA,Unknown,Archery,2008"
"Men,Individual Compound Open,Bronze,HORNER Philippe,SUI,Unknown,Archery,2008"
"Men,Individual Recurve W1/W2,Gold,CHENG Changjie,CHN,Unknown,Archery,2008"
"Men,Individual Recurve W1/W2,Silver,VITALE Marco,ITA,Unknown,Archery,2008"
"Men,Individual Recurve W1/W2,Bronze,TSENG Lung Hui,TPE,Unknown,Archery,2008"
"Men,Individual Recurve Standing,Gold,DAMBADONDOG Baatarjav,MGL,Unknown,Archery,2008"
"Men,Individual Recurve Standing,Silver,MEUNIER Fabrice,FRA,Unknown,Archery,2008"
"Men,Individual Recurve Standing,Bronze,CHEN Yegang,CHN,Unknown,Archery,2008"
"Women,Individual Compound Open,Gold,BROWN Danielle,GBR,Unknown,Archery,2008"
"Women,Individual Compound Open,Silver,KAMIYA Chieko,JPN,Unknown,Archery,2008"
"Women,Individual Compound Open,Bronze,CLARKE Mel,GBR,Unknown,Archery,2008"
"Women,Individual Recurve W1/W2,Gold,GIRISMEN Gizem,TUR,Unknown,Archery,2008"
"Women,Individual Recurve W1/W2,Silver,FU Hongzhi,CHN,Unknown,Archery,2008"
"Women,Individual Recurve W1/W2,Bronze,XIAO Yanhong,CHN,Unknown,Archery,2008"
"Women,Individual Recurve Standing,Gold,LEE Hwa Sook,KOR,Unknown,Archery,2008"
"Women,Individual Recurve Standing,Silver,GAO Fangxia,CHN,Unknown,Archery,2008"
"Women,Individual Recurve Standing,Bronze,CARMICHAEL Lindsey,USA,Unknown,Archery,2008"
"Men,Team Recurve Open,Gold,CHO Hyun Kwan,KOR,Korea,Archery,2008"
"Men,Team Recurve Open,Gold,KIM Hong Kyu,KOR,Korea,Archery,2008"
"Men,Team Recurve Open,Gold,LEE Hong Gu,KOR,Korea,Archery,2008"
"Men,Team Recurve Open,Silver,CHEN Yegang,CHN,China,Archery,2008"
"Men,Team Recurve Open,Silver,CHENG Changjie,CHN,China,Archery,2008"
"Men,Team Recurve Open,Silver,DONG Zhi,CHN,China,Archery,2008"
"Men,Team Recurve Open,Bronze,DE PELLEGRIN Oscar,ITA,Italy,Archery,2008"
"Men,Team Recurve Open,Bronze,ESPOSITO Mario,ITA,Italy,Archery,2008"
"Men,Team Recurve Open,Bronze,VITALE Marco,ITA,Italy,Archery,2008"
"Women,Team Recurve Open,Gold,FU Hongzhi,CHN,China,Archery,2008"
"Women,Team Recurve Open,Gold,GAO Fangxia,CHN,China,Archery,2008"
"Women,Team Recurve Open,Gold,XIAO Yanhong,CHN,China,Archery,2008"
"Women,Team Recurve Open,Silver,KIM Ki Hee,KOR,Korea,Archery,2008"
"Women,Team Recurve Open,Silver,KIM Ran Sook,KOR,Korea,Archery,2008"
"Women,Team Recurve Open,Silver,LEE Hwa Sook,KOR,Korea,Archery,2008"
"Women,Team Recurve Open,Bronze,CERNA Miroslava,CZE,Czech Republic,Archery,2008"
"Women,Team Recurve Open,Bronze,KUNCOVA Lenka,CZE,Czech Republic,Archery,2008"
"Women,Team Recurve Open,Bronze,SIDKOVA Marketa,CZE,Czech Republic,Archery,2008"
"Men,Individual Compound W1,Gold,FABRY Jeff,USA,Unknown,Archery,2012"
"Men,Individual Compound W1,Silver,DRAHONINSKY David,CZE,Unknown,Archery,2012"
"Men,Individual Compound W1,Bronze,MURPHY Norbert,CAN,Unknown,Archery,2012"
"Men,Individual Compound Open,Gold,FORSBERG Jere,FIN,Unknown,Archery,2012"
"Men,Individual Compound Open,Silver,STUTZMAN Matt,USA,Unknown,Archery,2012"
"Men,Individual Compound Open,Bronze,HANCI Dogan,TUR,Unknown,Archery,2012"
"Men,Individual Recurve W1/W2,Gold,DE PELLEGRIN Oscar,ITA,Unknown,Archery,2012"
"Men,Individual Recurve W1/W2,Silver,SANAWI Hasihin,MAS,Unknown,Archery,2012"
"Men,Individual Recurve W1/W2,Bronze,TSENG Lung Hui,TPE,Unknown,Archery,2012"
"Men,Individual Recurve Standing,Gold,TUCHINOV Timur,RUS,Unknown,Archery,2012"
"Men,Individual Recurve Standing,Silver,SHESTAKOV Oleg,RUS,Unknown,Archery,2012"
"Men,Individual Recurve Standing,Bronze,OYUN Mikhail,RUS,Unknown,Archery,2012"
"Women,Individual Compound Open,Gold,BROWN Danielle,GBR,Unknown,Archery,2012"
"Women,Individual Compound Open,Silver,CLARKE Mel,GBR,Unknown,Archery,2012"
"Women,Individual Compound Open,Bronze,ARTAKHINOVA Stepanida,RUS,Unknown,Archery,2012"
"Women,Individual Recurve W1/W2,Gold,NEMATI Zahra,IRI,Unknown,Archery,2012"
"Women,Individual Recurve W1/W2,Silver,MIJNO Elisabetta,ITA,Unknown,Archery,2012"
"Women,Individual Recurve W1/W2,Bronze,LI Jinzhi,CHN,Unknown,Archery,2012"
"Women,Individual Recurve Standing,Gold,YAN Huilian,CHN,Unknown,Archery,2012"
"Women,Individual Recurve Standing,Silver,LEE Hwa Sook,KOR,Unknown,Archery,2012"
"Women,Individual Recurve Standing,Bronze,OLSZEWSKA Milena,POL,Unknown,Archery,2012"
"Men,Team Recurve Open,Gold,OYUN Mikhail,RUS,Russia,Archery,2012"
"Men,Team Recurve Open,Gold,SHESTAKOV Oleg,RUS,Russia,Archery,2012"
"Men,Team Recurve Open,Gold,TUCHINOV Timur,RUS,Russia,Archery,2012"
"Men,Team Recurve Open,Silver,JUNG Young Joo,KOR,Korea,Archery,2012"
"Men,Team Recurve Open,Silver,KIM Suk Ho,KOR,Korea,Archery,2012"
"Men,Team Recurve Open,Silver,LEE Myeong Gu,KOR,Korea,Archery,2012"
"Men,Team Recurve Open,Bronze,CHENG Changjie,CHN,China,Archery,2012"
"Men,Team Recurve Open,Bronze,DONG Zhi,CHN,China,Archery,2012"
"Men,Team Recurve Open,Bronze,LI Zongshan,CHN,China,Archery,2012"
"Women,Team Recurve Open,Gold,KIM Ran Sook,KOR,Korea,Archery,2012"
"Women,Team Recurve Open,Gold,KO Hee Sook,KOR,Korea,Archery,2012"
"Women,Team Recurve Open,Gold,LEE Hwa Sook,KOR,Korea,Archery,2012"
"Women,Team Recurve Open,Silver,GAO Fangxia,CHN,China,Archery,2012"
"Women,Team Recurve Open,Silver,XIAO Yanhong,CHN,China,Archery,2012"
"Women,Team Recurve Open,Silver,YAN Huilian,CHN,China,Archery,2012"
"Women,Team Recurve Open,Bronze,JAVANMARD Zahra,IRI,Iran,Archery,2012"
"Women,Team Recurve Open,Bronze,NEMATI Zahra,IRI,Iran,Archery,2012"
"Women,Team Recurve Open,Bronze,SHIR MOHAMMADI Razieh,IRI,Iran,Archery,2012"
"Men,Individual W1,Gold,WALKER John,GBR,Unknown,Archery,2016"
"Men,Individual W1,Silver,DRAHONINSKY David,CZE,Unknown,Archery,2016"
"Men,Individual W1,Bronze,KINIK Peter,SVK,Unknown,Archery,2016"
"Men,Individual Compound Open,Gold,SHELBY Andre,USA,Unknown,Archery,2016"
"Men,Individual Compound Open,Silver,SIMONELLI Alberto,ITA,Unknown,Archery,2016"
"Men,Individual Compound Open,Bronze,MILNE Jonathon,AUS,Unknown,Archery,2016"
"Men,Individual Recurve Open,Gold,RAHIMI Gholamreza,IRI,Unknown,Archery,2016"
"Men,Individual Recurve Open,Silver,NETSIRI Hanreuchai,THA,Unknown,Archery,2016"
"Men,Individual Recurve Open,Bronze,RANJBARKIVAJ Ebrahim,IRI,Unknown,Archery,2016"
"Women,Individual W1,Gold,STRETTON Jessica,GBR,Unknown,Archery,2016"
"Women,Individual W1,Silver,FRITH Jo,GBR,Unknown,Archery,2016"
"Women,Individual W1,Bronze,JENKINS Vicky,GBR,Unknown,Archery,2016"
"Women,Individual Compound Open,Gold,ZHOU Jiamin,CHN,Unknown,Archery,2016"
"Women,Individual Compound Open,Silver,LIN Yueshan,CHN,Unknown,Archery,2016"
"Women,Individual Compound Open,Bronze,KIM Mi Soon,KOR,Unknown,Archery,2016"
"Women,Individual Recurve Open,Gold,NEMATI Zahra,IRI,Unknown,Archery,2016"
"Women,Individual Recurve Open,Silver,WU Chunyan,CHN,Unknown,Archery,2016"
"Women,Individual Recurve Open,Bronze,OLSZEWSKA Milena,POL,Unknown,Archery,2016"
"Mixed,Team W1,Gold,WALKER John,GBR,Great Britain,Archery,2016"
"Mixed,Team W1,Gold,FRITH Jo,GBR,Great Britain,Archery,2016"
"Mixed,Team W1,Silver,KOO Dong Sub,KOR,Korea,Archery,2016"
"Mixed,Team W1,Silver,KIM Ok Geum,KOR,Korea,Archery,2016"
"Mixed,Team W1,Bronze,DRAHONINSKY David,CZE,Czech Republic,Archery,2016"
"Mixed,Team W1,Bronze,MUSILOVA Sarka,CZE,Czech Republic,Archery,2016"
"Mixed,Team Compound Open,Gold,AI Xinliang,CHN,China,Archery,2016"
"Mixed,Team Compound Open,Gold,ZHOU Jiamin,CHN,China,Archery,2016"
"Mixed,Team Compound Open,Silver,STUBBS John,GBR,Great Britain,Archery,2016"
"Mixed,Team Compound Open,Silver,GRINHAM Jodie,GBR,Great Britain,Archery,2016"
"Mixed,Team Compound Open,Bronze,LEE Ouk Soo,KOR,Korea,Archery,2016"
"Mixed,Team Compound Open,Bronze,KIM Mi Soon,KOR,Korea,Archery,2016"
"Mixed,Team Recurve Open,Gold,ZHAO Lixue,CHN,China,Archery,2016"
"Mixed,Team Recurve Open,Gold,WU Chunyan,CHN,China,Archery,2016"
"Mixed,Team Recurve Open,Silver,NEMATI Zahra,IRI,Iran,Archery,2016"
"Mixed,Team Recurve Open,Silver,RANJBARKIVAJ Ebrahim,IRI,Iran,Archery,2016"
"Mixed,Team Recurve Open,Bronze,MIJNO Elisabetta,ITA,Italy,Archery,2016"
"Mixed,Team Recurve Open,Bronze,AIROLDI Roberto,ITA,Italy,Archery,2016"
"Men,60 m 1A,Gold,DE LAS FUENTES Francisco,MEX,Unknown,Athletics,1980"
"Men,60 m 1A,Silver,BIRCH G.,CAN,Unknown,Athletics,1980"
"Men,60 m 1A,Bronze,CAVIGELLI Meinrad,SUI,Unknown,Athletics,1980"
"Men,60 m 1B,Gold,HEDMAN Leif,SWE,Unknown,Athletics,1980"
"Men,60 m 1B,Silver,GRANADOS Arturo,MEX,Unknown,Athletics,1980"
"Men,60 m 1B,Bronze,MOUZAKIS George,GRE,Unknown,Athletics,1980"
"Men,60 m 1C,Gold,MONSALVO Eduardo,MEX,Unknown,Athletics,1980"
"Men,60 m 1C,Silver,SANDOVAL Pedro,MEX,Unknown,Athletics,1980"
"Men,60 m 1C,Bronze,MILLER D.,NZL,Unknown,Athletics,1980"
"Men,60 m A,Gold,MCLEOD William,GBR,Unknown,Athletics,1980"
"Men,60 m A,Silver,COPELAND Melvin,USA,Unknown,Athletics,1980"
"Men,60 m A,Bronze,KOZUCH Ryszard,POL,Unknown,Athletics,1980"
"Men,80 m CP C,Gold,HAVARD Andre,FRA,Unknown,Athletics,1980"
"Men,80 m CP C,Silver,HARBORN Tony,SWE,Unknown,Athletics,1980"
"Men,80 m CP C,Bronze,SWAHN Bertil,SWE,Unknown,Athletics,1980"
"Men,80 m CP D,Gold,THOMSEN Henrik,DEN,Unknown,Athletics,1980"
"Men,80 m CP D,Silver,DUVIVIER,FRA,Unknown,Athletics,1980"
"Men,80 m CP D,Bronze,GRAHAM Arthur,USA,Unknown,Athletics,1980"
"Men,100 m B,Gold,LANDOS Jerzy,POL,Unknown,Athletics,1980"
"Men,100 m B,Silver,HAYNES Winford,USA,Unknown,Athletics,1980"
"Men,100 m B,Bronze,POKRYWKA Jozef,POL,Unknown,Athletics,1980"
"Men,100 m C,Gold,BELANGER Magella,CAN,Unknown,Athletics,1980"
"Men,100 m C,Silver,WILLS Tony,CAN,Unknown,Athletics,1980"
"Men,100 m C,Bronze,EGAN Joe,AUS,Unknown,Athletics,1980"
"Men,100 m C1,Gold,LAPALME Denis,CAN,Unknown,Athletics,1980"
"Men,100 m C1,Silver,KARNER Alois,AUT,Unknown,Athletics,1980"
"Men,100 m C1,Bronze,PIATKOWSKI Henryk,POL,Unknown,Athletics,1980"
"Men,100 m D,Gold,WAGNER K.,FRG,Unknown,Athletics,1980"
"Men,100 m D,Silver,HARRISON J.,CAN,Unknown,Athletics,1980"
"Men,100 m D,Bronze,WILL K.,FRG,Unknown,Athletics,1980"
"Men,100 m E,Gold,JAUHIAINEN Harri,FIN,Unknown,Athletics,1980"
"Men,100 m E,Silver,KRAUZ Jan,POL,Unknown,Athletics,1980"
"Men,100 m E,Bronze,PICKL Wolfgang,AUT,Unknown,Athletics,1980"
"Men,100 m E1,Gold,PEDERSEN Cato Zahl,NOR,Unknown,Athletics,1980"
"Men,100 m E1,Silver,GERSHONI Yekutiel,ISR,Unknown,Athletics,1980"
"Men,100 m E1,Bronze,SCHMIT Marco,LUX,Unknown,Athletics,1980"
"Men,100 m F,Gold,LANHAM,AUS,Unknown,Athletics,1980"
"Men,100 m F,Silver,KO Shing Chi,HKG,Unknown,Athletics,1980"
"Men,100 m F,Bronze,KOLM Gerhard,AUT,Unknown,Athletics,1980"
"Men,100 m F1,Gold,BERG Matthias,FRG,Unknown,Athletics,1980"
"Men,100 m F1,Silver,PEART C.,CAN,Unknown,Athletics,1980"
"Men,100 m F1,Bronze,SCHARMENTKE R.,FRG,Unknown,Athletics,1980"
"Men,100 m 2,Gold,VALDEZ Eusebio,MEX,Unknown,Athletics,1980"
"Men,100 m 2,Silver,MERAWEH Shafy,KUW,Unknown,Athletics,1980"
"Men,100 m 2,Bronze,KERR Gary,USA,Unknown,Athletics,1980"
"Men,100 m 3,Gold,LOFSTROM Lars,SWE,Unknown,Athletics,1980"
"Men,100 m 3,Silver,DE VOS Marc,BEL,Unknown,Athletics,1980"
"Men,100 m 3,Bronze,ALP Chris,AUS,Unknown,Athletics,1980"
"Men,100 m 4,Gold,PARKS B.,USA,Unknown,Athletics,1980"
"Men,100 m 4,Silver,JOHANSSON Rolf,SWE,Unknown,Athletics,1980"
"Men,100 m 4,Bronze,OLIVER Richard,AUS,Unknown,Athletics,1980"
"Men,100 m 5,Gold,DE MEYER M.,BEL,Unknown,Athletics,1980"
"Men,100 m 5,Silver,FITZGERALD M.,CAN,Unknown,Athletics,1980"
"Men,100 m 5,Bronze,HUBEL Erich,AUS,Unknown,Athletics,1980"
"Men,100 m D1 runners,Gold,FINK Walter,AUT,Unknown,Athletics,1980"
"Men,100 m D1 wheelchairs,Gold,MARTINSON Jim,USA,Unknown,Athletics,1980"
"Men,100 m D1 wheelchairs,Silver,BRINKMAN C.,USA,Unknown,Athletics,1980"
"Men,100 m D1 wheelchairs,Bronze,ZIERL Walter,AUT,Unknown,Athletics,1980"
"Men,200 m 2,Gold,VALDEZ Eusebio,MEX,Unknown,Athletics,1980"
"Men,200 m 2,Silver,KERR Gary,USA,Unknown,Athletics,1980"
"Men,200 m 2,Bronze,OVIEDO G. M.,MEX,Unknown,Athletics,1980"
"Men,200 m 3,Gold,NUGENT Michael,AUS,Unknown,Athletics,1980"
"Men,200 m 3,Silver,DE VOS Marc,BEL,Unknown,Athletics,1980"
"Men,200 m 3,Bronze,ALP Chris,AUS,Unknown,Athletics,1980"
"Men,400 m A,Gold,YORK Patrick,CAN,Unknown,Athletics,1980"
"Men,400 m A,Silver,MEYER Klaus,FRG,Unknown,Athletics,1980"
"Men,400 m A,Bronze,VISSER J. W.,NED,Unknown,Athletics,1980"
"Men,400 m B,Gold,LANDOS Jerzy,POL,Unknown,Athletics,1980"
"Men,400 m B,Silver,POKRYWKA Jozef,POL,Unknown,Athletics,1980"
"Men,400 m B,Bronze,MATTON Freddy,BEL,Unknown,Athletics,1980"
"Men,400 m C,Gold,JOHANN Jurgen,FRG,Unknown,Athletics,1980"
"Men,400 m C,Silver,BRUNNER Karl,AUT,Unknown,Athletics,1980"
"Men,400 m C,Bronze,EGAN Joe,AUS,Unknown,Athletics,1980"
"Men,400 m C1,Gold,KARNER Alois,AUT,Unknown,Athletics,1980"
"Men,400 m C1,Silver,MAMINSKI Mieczyslaw,POL,Unknown,Athletics,1980"
"Men,400 m D,Gold,HARRISON J.,CAN,Unknown,Athletics,1980"
"Men,400 m D,Silver,WILL K.,FRG,Unknown,Athletics,1980"
"Men,400 m D,Bronze,WAGNER K.,FRG,Unknown,Athletics,1980"
"Men,400 m E,Gold,JAUHIAINEN Harri,FIN,Unknown,Athletics,1980"
"Men,400 m E,Silver,KRAUZ Jan,POL,Unknown,Athletics,1980"
"Men,400 m E,Bronze,LINDBERG R.,FIN,Unknown,Athletics,1980"
"Men,400 m E1,Gold,PEDERSEN Cato Zahl,NOR,Unknown,Athletics,1980"
"Men,400 m E1,Silver,GERSHONI Yekutiel,ISR,Unknown,Athletics,1980"
"Men,400 m F,Gold,WIERZBICKI Marian,POL,Unknown,Athletics,1980"
"Men,400 m F,Silver,LANHAM,AUS,Unknown,Athletics,1980"
"Men,400 m F,Bronze,KOLM Gerhard,AUT,Unknown,Athletics,1980"
"Men,400 m F1,Gold,BERG Matthias,FRG,Unknown,Athletics,1980"
"Men,400 m F1,Silver,SCHARMENTKE R.,FRG,Unknown,Athletics,1980"
"Men,400 m F1,Bronze,PEART C.,CAN,Unknown,Athletics,1980"
"Men,400 m 2,Gold,VALDEZ Eusebio,MEX,Unknown,Athletics,1980"
"Men,400 m 2,Silver,KERR Gary,USA,Unknown,Athletics,1980"
"Men,400 m 2,Bronze,MERAWEH Shafy,KUW,Unknown,Athletics,1980"
"Men,400 m 3,Gold,DE VOS Marc,BEL,Unknown,Athletics,1980"
"Men,400 m 3,Silver,NUGENT Michael,AUS,Unknown,Athletics,1980"
"Men,400 m 3,Bronze,POINTER Fred,AUS,Unknown,Athletics,1980"
"Men,400 m D1 runners,Gold,FINK Walter,AUT,Unknown,Athletics,1980"
"Men,400 m D1 wheelchairs,Gold,BRINKMAN C.,USA,Unknown,Athletics,1980"
"Men,400 m D1 wheelchairs,Silver,MARTINSON Jim,USA,Unknown,Athletics,1980"
"Men,400 m D1 wheelchairs,Bronze,FINCH J.,USA,Unknown,Athletics,1980"
"Men,800 m CP C,Gold,SHAWN Bertil,SWE,Unknown,Athletics,1980"
"Men,800 m CP C,Silver,HARBORN Tony,SWE,Unknown,Athletics,1980"
"Men,800 m CP C,Bronze,PANICO Mario,ITA,Unknown,Athletics,1980"
"Men,800 m CP D,Gold,ANDERSSON Jonas,SWE,Unknown,Athletics,1980"
"Men,800 m CP D,Silver,THOMSEN Henrik,DEN,Unknown,Athletics,1980"
"Men,800 m CP D,Bronze,DUVIVIER,FRA,Unknown,Athletics,1980"
"Men,800 m 4,Gold,HANSEN R.,CAN,Unknown,Athletics,1980"
"Men,800 m 4,Silver,PARKS B.,USA,Unknown,Athletics,1980"
"Men,800 m 4,Bronze,MARTINEZ Uriel,MEX,Unknown,Athletics,1980"
"Men,800 m 5,Gold,FITZGERALD M.,CAN,Unknown,Athletics,1980"
"Men,800 m 5,Silver,HUBEL Erich,AUS,Unknown,Athletics,1980"
"Men,800 m 5,Bronze,ROEK E. H.,NED,Unknown,Athletics,1980"
"Men,1500 m A,Gold,PILON Jacques,CAN,Unknown,Athletics,1980"
"Men,1500 m A,Silver,GAASEMYR Joerund,NOR,Unknown,Athletics,1980"
"Men,1500 m A,Bronze,AALIEN Hans Anton,NOR,Unknown,Athletics,1980"
"Men,1500 m B,Gold,ENGLISH P.,CAN,Unknown,Athletics,1980"
"Men,1500 m B,Silver,STANSELL Leamon,USA,Unknown,Athletics,1980"
"Men,1500 m B,Bronze,SANDILANDS B.,AUS,Unknown,Athletics,1980"
"Men,1500 m E,Gold,LINDBERG R.,FIN,Unknown,Athletics,1980"
"Men,1500 m E,Silver,FACEY C.,CAN,Unknown,Athletics,1980"
"Men,1500 m E,Bronze,KRAUZ Jan,POL,Unknown,Athletics,1980"
"Men,1500 m E1,Gold,PEDERSEN Cato Zahl,NOR,Unknown,Athletics,1980"
"Men,1500 m E1,Silver,GERSHONI Yekutiel,ISR,Unknown,Athletics,1980"
"Men,1500 m E1,Bronze,NIELSEN Jorn,DEN,Unknown,Athletics,1980"
"Men,1500 m F,Gold,SCHROEDER Karl,FRG,Unknown,Athletics,1980"
"Men,1500 m F,Silver,ALEXANDRE J.,FRA,Unknown,Athletics,1980"
"Men,1500 m F,Bronze,SANTOS J.,ESP,Unknown,Athletics,1980"
"Men,1500 m F1,Gold,GHREEB Khater Eid,EGY,Unknown,Athletics,1980"
"Men,1500 m 4,Gold,PARKS B.,USA,Unknown,Athletics,1980"
"Men,1500 m 4,Silver,HANSEN R.,CAN,Unknown,Athletics,1980"
"Men,1500 m 4,Bronze,VAN OPHEM Remi,BEL,Unknown,Athletics,1980"
"Men,1500 m 5,Gold,FITZGERALD M.,CAN,Unknown,Athletics,1980"
"Men,1500 m 5,Silver,ROEK E. H.,NED,Unknown,Athletics,1980"
"Men,1500 m 5,Bronze,HUBEL Erich,AUS,Unknown,Athletics,1980"
"Men,5000 m Walk A,Gold,KOBAYASHI S.,JPN,Unknown,Athletics,1980"
"Men,5000 m Walk A,Silver,LUOTONEN R.,FIN,Unknown,Athletics,1980"
"Men,5000 m Walk A,Bronze,JANCIC Miroslav,YUG,Unknown,Athletics,1980"
"Men,5000 m Walk B,Gold,HOWIE D.,GBR,Unknown,Athletics,1980"
"Men,5000 m Walk B,Silver,O'NEIL Gerald,USA,Unknown,Athletics,1980"
"Men,5000 m Walk B,Bronze,MORTEN E.,CAN,Unknown,Athletics,1980"
"Men,Slalom 1A,Gold,CAVIGELLI Meinrad,SUI,Unknown,Athletics,1980"
"Men,Slalom 1A,Silver,DE LAS FUENTES Francisco,MEX,Unknown,Athletics,1980"
"Men,Slalom 1A,Bronze,BATT E.,CAN,Unknown,Athletics,1980"
"Men,Slalom 1B,Gold,CIUFFREDA Giovanni,ITA,Unknown,Athletics,1980"
"Men,Slalom 1B,Silver,SLIJKERMAN C. J. M.,NED,Unknown,Athletics,1980"
"Men,Slalom 1B,Bronze,VAN DER BELT J.,NED,Unknown,Athletics,1980"
"Men,Slalom 1C,Gold,MILLER D.,NZL,Unknown,Athletics,1980"
"Men,Slalom 1C,Silver,CORNEJO Juan,MEX,Unknown,Athletics,1980"
"Men,Slalom 1C,Bronze,YAMAGUCHI Kazuo,JPN,Unknown,Athletics,1980"
"Men,Slalom F1,Gold,BRAND Andreas,FRG,Unknown,Athletics,1980"
"Men,Slalom F1,Silver,BERG Matthias,FRG,Unknown,Athletics,1980"
"Men,Slalom F1,Bronze,GHREEB Khater Eid,EGY,Unknown,Athletics,1980"
"Men,Slalom 2,Gold,TSUNODA Yoshio,JPN,Unknown,Athletics,1980"
"Men,Slalom 2,Silver,CONDON Graham,NZL,Unknown,Athletics,1980"
"Men,Slalom 2,Bronze,STEILBORG Jensen Frits,DEN,Unknown,Athletics,1980"
"Men,Slalom 3,Gold,VAN WINKEL Paul,BEL,Unknown,Athletics,1980"
"Men,Slalom 3,Silver,GOLOMBEK Gregor,FRG,Unknown,Athletics,1980"
"Men,Slalom 3,Bronze,POINTER Fred,AUS,Unknown,Athletics,1980"
"Men,Slalom 4,Gold,GO Tadanobu,JPN,Unknown,Athletics,1980"
"Men,Slalom 4,Silver,HARA Masahiro,JPN,Unknown,Athletics,1980"
"Men,Slalom 4,Bronze,MINOR R.,CAN,Unknown,Athletics,1980"
"Men,Slalom 5,Gold,NIETLISPACH Franz,SUI,Unknown,Athletics,1980"
"Men,Slalom 5,Silver,OGAWA Fumio,JPN,Unknown,Athletics,1980"
"Men,Slalom 5,Bronze,MCINTYRE Robert,AUS,Unknown,Athletics,1980"
"Men,High Jump A,Gold,LAMBIER E.,CAN,Unknown,Athletics,1980"
"Men,High Jump A,Silver,WRIGHT Robert,USA,Unknown,Athletics,1980"
"Men,High Jump A,Bronze,BOWMAN John,USA,Unknown,Athletics,1980"
"Men,High Jump B,Gold,MATSUI Hiromasa,JPN,Unknown,Athletics,1980"
"Men,High Jump B,Silver,HOFER August,AUT,Unknown,Athletics,1980"
"Men,High Jump B,Bronze,KNORRS W.,FRG,Unknown,Athletics,1980"
"Men,High Jump C,Gold,JOHANN Jurgen,FRG,Unknown,Athletics,1980"
"Men,High Jump C,Silver,WILLS Tony,CAN,Unknown,Athletics,1980"
"Men,High Jump D,Gold,BOLDT Arnold,CAN,Unknown,Athletics,1980"
"Men,High Jump D,Silver,WILLIS Anthony,GBR,Unknown,Athletics,1980"
"Men,High Jump D,Bronze,KOLODZIE Norbert,FRG,Unknown,Athletics,1980"
"Men,High Jump E,Gold,KRAUZ Jan,POL,Unknown,Athletics,1980"
"Men,High Jump E,Silver,KESSLER Walter,SUI,Unknown,Athletics,1980"
"Men,High Jump E,Bronze,GARCIA Andres,ESP,Unknown,Athletics,1980"
"Men,High Jump F,Gold,KOLM Gerhard,AUT,Unknown,Athletics,1980"
"Men,High Jump F,Silver,ISHII S.,JPN,Unknown,Athletics,1980"
"Men,High Jump F,Bronze,ATZMON Nitzan,ISR,Unknown,Athletics,1980"
"Men,Long Jump A,Gold,JOHNSEN Jarle,NOR,Unknown,Athletics,1980"
"Men,Long Jump A,Silver,ONNELA Markku,FIN,Unknown,Athletics,1980"
"Men,Long Jump A,Bronze,BOURDEAU Yvan,CAN,Unknown,Athletics,1980"
"Men,Long Jump B,Gold,PAWLIK Andrzej,POL,Unknown,Athletics,1980"
"Men,Long Jump B,Silver,MURAMATSU Masafumi,JPN,Unknown,Athletics,1980"
"Men,Long Jump B,Bronze,KNORRS W.,FRG,Unknown,Athletics,1980"
"Men,Long Jump C,Gold,JORG George,AUT,Unknown,Athletics,1980"
"Men,Long Jump C,Silver,JOHANN Jurgen,FRG,Unknown,Athletics,1980"
"Men,Long Jump C,Bronze,HOFFMAN Zvi,ISR,Unknown,Athletics,1980"
"Men,Long Jump CP C,Gold,HERMANS Alex,BEL,Unknown,Athletics,1980"
"Men,Long Jump CP C,Silver,FICARO Salvin,USA,Unknown,Athletics,1980"
"Men,Long Jump CP C,Bronze,ROS Rick,USA,Unknown,Athletics,1980"
"Men,Long Jump CP D,Gold,PIERRE B.,FRA,Unknown,Athletics,1980"
"Men,Long Jump CP D,Silver,ANDERSSON Jonas,SWE,Unknown,Athletics,1980"
"Men,Long Jump CP D,Bronze,DE BAENE Mario,BEL,Unknown,Athletics,1980"
"Men,Long Jump D,Gold,BOLDT Arnold,CAN,Unknown,Athletics,1980"
"Men,Long Jump D,Silver,BOTTEMANNE Bert,NED,Unknown,Athletics,1980"
"Men,Long Jump D,Bronze,KOLODZIE Norbert,FRG,Unknown,Athletics,1980"
"Men,Long Jump E,Gold,KRAUZ Jan,POL,Unknown,Athletics,1980"
"Men,Long Jump E,Silver,GARCIA Andres,ESP,Unknown,Athletics,1980"
"Men,Long Jump E,Bronze,DABROWSKI Jerzy,POL,Unknown,Athletics,1980"
"Men,Long Jump E1,Gold,PEDERSEN Cato Zahl,NOR,Unknown,Athletics,1980"
"Men,Long Jump E1,Silver,NIELSEN Jorn,DEN,Unknown,Athletics,1980"
"Men,Long Jump E1,Bronze,GERSHONI Yekutiel,ISR,Unknown,Athletics,1980"
"Men,Long Jump F,Gold,WIERZBICKI Marian,POL,Unknown,Athletics,1980"
"Men,Long Jump F,Silver,ISHII S.,JPN,Unknown,Athletics,1980"
"Men,Long Jump F,Bronze,KO Shing Chi,HKG,Unknown,Athletics,1980"
"Men,Long Jump F1,Gold,BERG Matthias,FRG,Unknown,Athletics,1980"
"Men,Long Jump F1,Silver,PEART C.,CAN,Unknown,Athletics,1980"
"Men,Long Jump F1,Bronze,SCHARMENTKE R.,FRG,Unknown,Athletics,1980"
